Savannah, GA United States;United States;Georgia;Savannah
Tallahassee, FL, United States;United States;Florida;Tallahassee
Millsboro, DE United States;United States;Delaware;Millsboro
New Mexico (Hobbs, America);United States;New Mexico;Hobbs
North Little Rock, AR;United States;Arkansas;North Little Rock
Miami, FL, USA;United States;Florida;Miami
Worcester, MASSACHUSETTS United States;United States;Massachusetts;Worcester
CT, United States;United States;Connecticut; 
Snohomish, WA United States;United States;Washington;Snohomish
Verona, WI USA;United States;Wisconsin;Verona
Frostbite Falls, MN USA;United States;Minnesota; 
Hong Kong;Hong Kong; ; 
Lafayette, Louisiana United States;United States;Louisiana;Lafayette
Cranberry Township, PA USA;United States;Pennsylvania;Cranberry Township
Mars Hill, NC United States;United States;North Carolina;Mars Hill
Socorro, New Mexico USA.;United States;New Mexico;Socorro
Twin Peaks, USA;United States;California;San Francisco
Deep 13, USA;United States;Missouri;Deepwater
Terra, Sol System;United States;Texas;El Paso
close;United Kingdom;England;Newcastle upon Tyne
pagosa springs CO.;United States;Colorado;Pagosa Springs
Wilmington, DE United States;United States;Delaware;Wilmington
Naperville, IL USA;United States;Illinois;Naperville
Iowa;United States;Iowa; 
Brick, NJ USA;United States;New Jersey;Brick
Califorina,USA;United States;California; 
Gilbert, AZ;United States;Arizona;Gilbert
Arlington, VA United States;United States;Virginia;Arlington
New Mexico, USA;United States;New Mexico; 
Rural Retreat, VA United States;United States;Virginia;Rural Retreat
Yokohama-shi, Kanagawa-ken Japan;Japan;Kanagawa Prefecture;Yokohama
Aurora, CO United States;United States;Colorado;Aurora
Lebanon, OH USA;United States;Ohio;Lebanon
Rochester, NY, USA;United States;New York;Rochester
Reno, NV;United States;Nevada;Reno
Milwaukee, WI USA;United States;Wisconsin;Milwaukee
Indiana USA;United States;Indiana; 
Jersey Shore, NJ;United States;New Jersey; 
Idaho,USA;United States;Idaho; 
Branson, Missouri USA;United States;Missouri;Branson
Dixon, IL;United States;Illinois;Dixon
Phila., PA USA;United States;Pennsylvania;Philadelphia
Salem, New Jersey United States;United States;New Jersey;Salem
Lincoln, NE;United States;Nebraska;Lincoln
Egg Harbor Twp, NJ United States;United States;New Jersey;Egg Harbor Township
South Wales, UK;United Kingdom;Wales;Egg Harbor Township
Garden Grove, California United States;United States;California;Garden Grove
Hadley, Ma USA;United States;Massachusetts;Hadley
Israel;Israel; ; 
Littleton, CO United States;United States;Colorado;Littleton
SF Bay Area;United States;California;San Francisco
Brooklyn, NY United States;United States;New York;New York
Near Stratford-upon-Avon;United Kingdom;England;Stratford-upon-Avon
Wellesley, MA USA;United States;Massachusetts;Wellesley
Nuneaton, UK;United Kingdom;England;Nuneaton
Poquoson, VA United States;United States;Virginia;Poquoson
Lawyer in Oxford, MA USA;United States;Mississippi;Oxford
Reno, NV United States;United States;Nevada;Reno
Flagstaff, AZ, United States;United States;Arizona;Flagstaff
Massachusetts USA;United States;Massachusetts; 
New Evangelization Coordinator in Saint Joseph, Minnesota;United States;Minnesota;Saint Joseph
Medina, OH United States;United States;Ohio;Medina
Gwent, United Kingdom;United Kingdom; ;Penarth
Prince Edward Island, Canada;Canada;Prince Edward Island; 
Hobbs, NM United States;United States;New Mexico;Hobbs
Plymouth Meeting, PA USA;United States;Pennsylvania;Plymouth Meeting
Camp North Pines;United States;California;Yosemite Valley
Wisconsin;United States;Wisconsin; 
McDonough, GA;United States;Georgia;McDonough
Jacksonville, Florida;United States;Florida;Jacksonville
winston-salem, north carolina;United States;North Carolina;Winston-Salem
San Pablo, CA United States;United States;California;San Pablo
Riverdale, NY;United States;New York;New York
Camilla, GA USA;United States;Georgia;Camilla
Nokomis,Florida;United States;Florida;Nokomis
Paris;France;Île-de-France;Paris
methuen, ma USA;United States;Massachusetts;Methuen
Springfield, Virginia;United States;Virginia;Springfield
Monrovia, MD USA;United States;Maryland;Monrovia
Lewisburg, PA USA;United States;Pennsylvania;Lewisburg
Missoula, MT;United States;Montana;Missoula
Henderson, NV;United States;Nevada;Henderson
Bentonville, AR;United States;Arkansas;Bentonville
Sunny and not-so-sunny California;United States;California; 
St. Paul, MN United States;United States;Minnesota;Saint Paul
Orem, UT USA;United States;Utah;Orem
New Jersey, United States;United States;New Jersey; 
Dublin;Ireland;Dublin;Dublin
Wiltshire, England;United Kingdom;England; 
Wellington, New Zealand;New Zealand;Wellington;Wellington
Brescia, Lombardia Italy;Italy;Lombardia;Brescia
Dumfries Scotland;United Kingdom;Scotland;Dumfries
Saturn VB;United States;Texas;Houston
Dallas, TX USA;United States;Texas;Dallas
San Jose, CA USA;United States;California;San Jose
Oak Island, NC USA;United States;North Carolina;Oak Island
brooklyn;United States;New York;New York
Isle of Man;Isle of Man; ; 
Las Vegas, NV USA;United States;Nevada;Las Vegas
writer/editor in Austin, TX;United States;Texas;Austin
san jose, ca United States;United States;California;San Jose
Gaithersburg, MD United States;United States;Maryland;Gaithersburg
Morristown, New Jersey United States;United States;New Jersey;Morristown
Dhaka, Bangladesh;Bangladesh;Dhaka Division;Dhaka
Dayton, MN United States;United States;Minnesota;Dayton
Knoxville, TN USA;United States;Tennessee;Knoxville
State College, PA USA;United States;Pennsylvania;State College
Bellevue, WA USA;United States;Washington;Bellevue
Chicago suburbs;United States;Illinois;Ingleside
Johnson City, TN United States;United States;Tennessee;Johnson City
CT,  USA;United States;Connecticut; 
Missouri - United States;United States;Missouri; 
Demigod in Orange County, CA;United States;California; 
Washington;United States;District of Columbia;Washington
Dallas, Texas USA;United States;Texas;Dallas
Minneapolis, MN USA;United States;Minnesota;Minneapolis
Novi, MI;United States;Michigan;Novi
Frisco, TX;United States;Texas;Frisco
St. George, UT USA;United States;Utah;Saint George
Thornton, CO;United States;Colorado;Thornton
SF Bay Area, CA;United States;California;San Francisco
VA, USA;United States;Virginia; 
Toronto, Ontario  Canada;Canada;Ontario;Toronto
Fairfield, Connecticut United States;United States;Connecticut;Fairfield
Montana;United States;Montana; 
CA;United States;California; 
Dallas, TX United States;United States;Texas;Dallas
Brooklyn, N.Y. United States;United States;New York;New York
Indiana,  United States;United States;Indiana; 
Duke University;United States;Iowa;Cedar Rapids
Nevada City, CA USA;United States;California;Nevada City
Astoria, NY United States;United States;New York;New York
Nevada, United States;United States;Nevada; 
Europe and USA;United States; ; 
NJ United States;United States;New Jersey; 
Seabrook, TX United States;United States;Texas;Seabrook
Monterey, CA United States;United States;California;Monterey
Fairfax, VA USA;United States;Virginia;Fairfax
Waterville, ME, United States;United States;Maine;Waterville
Northshield;United States;Indiana;Knox
Johannesburg, South Africa;South Africa;Gauteng;Johannesburg
CALIF BAY AREA United States;United States;California; 
San Antonio, TX, United States;United States;Texas;San Antonio
SF Bay Area, CA United States;United States;California;San Francisco
beautiful Charleston, SC;United States;South Carolina;Charleston
Norman, OK United States;United States;Oklahoma;Norman
Charlotte, NC;United States;North Carolina;Charlotte
Sydney;Australia;New South Wales;Sydney
Berkeley, CA;United States;California;Berkeley
Sarasota, Florida USA;United States;Florida;Sarasota
MN United States;United States;Minnesota; 
Huntsville, Alabama United States;United States;Alabama;Huntsville
Mumbai, India;India;Maharashtra;Mumbai
Southern California, USA;United States;California; 
WA  USA;United States;Washington; 
Lancashire, United Kingdom;United Kingdom;England; 
Somewhere in Arizona;United States;Arizona; 
Indianapolis, IN;United States;Indiana;Indianapolis
Davenport, Iowa;United States;Iowa;Davenport
Austin, TX, U.S.A.;United States;Texas;Austin
Grand Cane, Louisiana;United States;Louisiana;Grand Cane
household chores in Superior, WI USA;United States;Wisconsin;Superior
gulf coast of florida;United States;Florida;Naples
Centennial, CO USA;United States;Colorado;Centennial
Silver Spring, MD USA;United States;Maryland;Silver Spring
State College, PA United States;United States;Pennsylvania;State College
Landrum, SC United States;United States;South Carolina;Landrum
Entrepreneur in Saline, MI;United States;Michigan;Saline
KY United States;United States;Kentucky; 
new york, new york USA;United States;New York;New York
Keokuk, IA United States;United States;Iowa;Keokuk
Special Education Teacher in Ohio;United States;Ohio; 
Temple, New Hampshire United States;United States;New Hampshire;Temple
U.S.A;United States; ; 
Mooresville, Indiana, USA;United States;Indiana;Mooresville
Gainesville, Florida, USA;United States;Florida;Gainesville
Birmingham, England;United Kingdom;England;Birmingham
Milford, NH USA;United States;New Hampshire;Milford
Charlotte, NC USA;United States;North Carolina;Charlotte
Costa Rica;Costa Rica; ; 
Ithaca, NY;United States;New York;Ithaca
Orlando, Fl.;United States;Florida;Orlando
NM, USA;United States;New Mexico; 
Johannesburg, Gauteng South Africa;South Africa;Gauteng;Johannesburg
Temple City, CA United States;United States;California;Temple City
Bay Area;United States;California; 
Sweet Home Chicago;United States;Illinois;Chicago
Boston;United States;Massachusetts;Boston
Walnut, California;United States;California;Walnut
Kensington, Maryland USA;United States;Maryland;Kensington
Baltimore, Maryland;United States;Maryland;Baltimore
Toronto, Ontario;Canada;Ontario;Toronto
Belmont, CA United States;United States;California;Belmont
Lincoln, Nebraska USA;United States;Nebraska;Lincoln
Roslyn, New York;United States;New York;Roslyn
Ottawa, Ontario, Canada;Canada;Ontario;Ottawa
Colorado Springs, Co;United States;Colorado;Colorado Springs
Canberra, Australia;Australia;Australian Capital Territory;Canberra
New Providence, NJ USA;United States;New Jersey;New Providence
Istanbul/TURKEY;Turkey;İstanbul;Istanbul
Cairo, Egypt;Egypt;Cairo Governorate;Cairo
Wilmington, NC;United States;North Carolina;Wilmington
Bay Shore, Long Island;United States;New York;Bay Shore
Caracas, Miranda Venezuela;Venezuela;Capital District;Caracas
U.S.;United States; ; 
San Ramon, CA, USA;United States;California;San Ramon
A Field in ND, USA;United States;North Dakota; 
Oakland, CA;United States;California;Oakland
Scranton, PA USA;United States;Pennsylvania;Scranton
Stillwater, OK;United States;Oklahoma;Stillwater
Winston Salem, NC United States;United States;North Carolina;Winston-Salem
Irvine, Schottland;United Kingdom;Scotland;Irvine
Northfield, MN USA;United States;Minnesota;Northfield
nowhere;United States;Rhode Island;Scituate
Burnaby, BC Canada;Canada;British Columbia;Burnaby
Stockton Springs, ME;United States;Maine;Stockton Springs
Longview, TX USA;United States;Texas;Longview
Oregon USA;United States;Oregon; 
Albuquerque, NM, USA;United States;New Mexico;Albuquerque
Peekskill, NY;United States;New York;Peekskill
Welland, Ont Canada;Canada;Ontario;Welland
Amman, Jordan;Jordan;Amman;Amman
Norfolk, VA;United States;Virginia;Norfolk
Phoenix, AZ United States;United States;Arizona;Phoenix
Aurora, CO USA;United States;Colorado;Aurora
Sydney, NSW Australia;Australia;New South Wales;Sydney
Greece;Greece; ; 
NJ;United States;New Jersey; 
Atlanta Georgia;United States;Georgia;Atlanta
Blacksburg, VA United States;United States;Virginia;Blacksburg
Sc, Usa;United States;South Carolina; 
OH United States;United States;Ohio; 
Buffalo, NY;United States;New York;Buffalo
Mauriceville, Tx. United States;United States;Texas;Mauriceville
hampton, tn United States;United States;Tennessee;Hampton
Omaha, NE United States;United States;Nebraska;Omaha
Pennsylvania, USA;United States;Pennsylvania; 
Longmont, CO USA;United States;Colorado;Longmont
Mahtomedi, Minnesota United States;United States;Minnesota;Mahtomedi
Riga, Latvia;Latvia;Rīgas pilsēta;Rīga
Sugar Land, Tx United States;United States;Texas;Sugar Land
SEATTLE, WA United States;United States;Washington;Seattle
India;India; ; 
Alcatraz, CA USA;United States;California;San Francisco
Northern Wyoming, WY.;United States;Wyoming;Gillette
Yonkers, NY USA;United States;New York;Yonkers
LINDENHURST, NY, United States;United States;New York;Lindenhurst
Cleveland Heights, Ohio USA;United States;Ohio;Cleveland Heights
Garden City, Michigan;United States;Michigan;Garden City
West Deptford, NJ, USA;United States;New Jersey;West Deptford
Grayslake, IL USA;United States;Illinois;Grayslake
Torrance, CA USA;United States;California;Torrance
Willamette Valley, OR;United States;Oregon; 
Miami, Florida USA;United States;Florida;Miami
La Plume, PA, USA;United States;Pennsylvania;La Plume
Illinois;United States;Illinois; 
Colorado, USA;United States;Colorado; 
Author in Mount Pleasant, SC;United States;South Carolina;Mount Pleasant
Fernley, NV United States;United States;Nevada;Fernley
Outside;South Africa;Western Cape;Cape Town
Irvine, CA USA;United States;California;Irvine
Douglas, Georgia   USA;United States;Georgia;Douglas
Hollywood;United States;California;Los Angeles
San Antonio Texas;United States;Texas;San Antonio
Laguna Beach, CA;United States;California;Laguna Beach
Wichita, Kansas USA;United States;Kansas;Wichita
Lansing, MI USA;United States;Michigan;Lansing
Somewhere else...;United States;Pennsylvania;Lewis Run
At a place...;India; ; 
Ohio United States;United States;Ohio; 
Anderson, In;United States;Indiana;Anderson
Rexburg, ID United States;United States;Idaho;Rexburg
Taylorsville, KY. USA;United States;Kentucky;Taylorsville
SPAIN;Spain; ; 
Burke, VA USA;United States;Virginia;Burke
Lansdale, PA USA;United States;Pennsylvania;Lansdale
Scotland;United Kingdom;Scotland; 
California, GG USA;United States;California;Glendora
Cleveland, TN  USA;United States;Tennessee;Cleveland
Shreveport, LA;United States;Louisiana;Shreveport
Park Ridge, NJ USA;United States;New Jersey;Park Ridge
Windsor, Ontario, Canada;Canada;Ontario;Windsor
Washington D.C., D.C. United States;United States;District of Columbia;Washington
Silverdale, WA;United States;Washington;Silverdale
Io;British Indian Ocean Territory; ; 
wva;United States;West Virginia;Silverdale
indianapolis, indiana United States;United States;Indiana;Indianapolis
Mercer Island, WA USA;United States;Washington;Mercer Island
Los Angeles California;United States;California;Los Angeles
Spinnerstown, Pa USA;United States;Pennsylvania;Spinnerstown
Holland, Ohio, United States;United States;Ohio;Holland
Lawrenceville N.J.;United States;New Jersey;Lawrence Township
Metropolis, IL;United States;Illinois;Metropolis
Hong Kong, China;Hong Kong; ; 
Ohio, United States;United States;Ohio; 
Essex, Ontario Canada;Canada;Ontario;Essex
dominican republic;Dominican Republic; ; 
Brandon,mb;Canada;Manitoba;Brandon
Alexandria, VA United States;United States;Virginia;Alexandria
Georgetown;United States;Texas;Georgetown
Lake Charles, LA  USA;United States;Louisiana;Lake Charles
Macungie, PA.;United States;Pennsylvania;Macungie
The Overlook Hotel;United States;Colorado;Estes Park
Stockton, CA United States;United States;California;Stockton
Wakefield, RI;United States;Rhode Island;South Kingstown
Nutley, NJ USA;United States;New Jersey;Nutley
Colorado, United States;United States;Colorado; 
Toronto, Canada;Canada;Ontario;Toronto
Toms River, NJ;United States;New Jersey;Toms River
Rome, Italy;Italy;Lazio;Rome
Taipei, Taiwan;Taiwan;Lazio;Taipei
Moreno Valley, CA United States;United States;California;Moreno Valley
earth;United States;Texas;Earth
the reading room;India;Uttar Pradesh;Aligarh
Potter, Wi USA;United States;Wisconsin;Potter
Historian in Bethesda, MD USA;United States;Maryland;Bethesda
Montpelier, VT;United States;Vermont;Montpelier
self employed in the corner where Broadway meets Hollywood;United States;California;Los Angeles
orlando, fl USA;United States;Florida;Orlando
Schuyler, VA;United States;Virginia;Schuyler
Foster City, CA USA;United States;California;Foster City
Texas, USA;United States;Texas; 
Boise, ID United States;United States;Idaho;Boise
Shenandoah Valley, VA, USA;United States;Virginia; 
USA River;United States; ; 
San Francisco, CA;United States;California;San Francisco
Loma Linda, Aztlan;Mexico;Sinaloa;Culiacan Rosales
Venedocia, Ohio USA;United States;Ohio;Venedocia
Valencia, CA. USA;United States;California;Santa Clarita
Columbus, Ohio USA;United States;Ohio;Columbus
Stamford, CT USA;United States;Connecticut;Stamford
Emigrant, MT United States;United States;Montana;Emigrant
Mesa, AZ United States;United States;Arizona;Mesa
Papillion;United States;Nebraska;Papillion
Hilo, HI United States;United States;Hawaii;Hilo
Las Vegas, USA;United States;Nevada;Las Vegas
Tucson, AZ;United States;Arizona;Tucson
Provo, UT United States;United States;Utah;Provo
Bothell, WA;United States;Washington;Bothell
California USA;United States;California; 
Richmond, VA  USA;United States;Virginia;Richmond
Ada, MI United States;United States;Michigan;Ada
RICHMOND, VA USA;United States;Virginia;Richmond
SLC, UT;United States;Utah;Salt Lake City
Southern California;United States;California; 
San Juan , PR;Puerto Rico;San Juan;San Juan
Between Disneyland and Las Vegas;United States;Nevada;Las Vegas
Norridge, IL United States;United States;Illinois;Norridge
buena park, ca United States;United States;California;Buena Park
Hyattsville, MD;United States;Maryland;Hyattsville
Boston, MA;United States;Massachusetts;Boston
Louisville, KY;United States;Kentucky;Louisville
Here;France;Midi-Pyrenees;Hères
Writer in Portland, OR;United States;Oregon;Portland
Rochester Hills, Michigan USA;United States;Michigan;Rochester Hills
Snohomish County, WA United States;United States;Washington; 
Kean a horror movie fan from Wagram ,NC;United States;North Carolina;Wagram
Memphis, TN;United States;Tennessee;Memphis
Frankford, New Jersey;United States;New Jersey;Frankford
Cleveland, Ohio;United States;Ohio;Cleveland
WA United States;United States;Washington; 
Hawaii;United States;Hawaii; 
Akron,New York,USA;United States;New York;Akron
Manteno, IL;United States;Illinois;Manteno
The Prairie;United States;Arkansas; 
retired in Viera, FL United States;United States;Florida;Melbourne
Tallahassee, Florida;United States;Florida;Tallahassee
Gainesville, FL United States;United States;Florida;Gainesville
MO;United States;Missouri; 
Rushville, Illinois USA;United States;Illinois;Rushville
Lausanne, Switzerland;Switzerland;Vaud;Lausanne
Edinburg, Texas USA;United States;Texas;Edinburg
Biloxi, MS USA;United States;Mississippi;Biloxi
El Dorado Hills, CA United States;United States;California;El Dorado Hills
Boulder, CO USA;United States;Colorado;Boulder
Raleigh, North Carolina;United States;North Carolina;Raleigh
Tarzana, Ca. USA;United States;California;Los Angeles
Putauhina;New Zealand;Southland; 
Quezon City, Philippines;Philippines;Metro Manila;Quezon City
Lebanon, NH USA;United States;New Hampshire;Lebanon
Nanaimo, B.C. Canada;Canada;British Columbia;Nanaimo
Marion, OH USA;United States;Ohio;Marion
Louisville, Kentucky;United States;Kentucky;Louisville
Alexandria VA;United States;Virginia;Alexandria
Cincinnati, OH;United States;Ohio;Cincinnati
Irmo, SC USA;United States;South Carolina;Irmo
Caprica;France;Languedoc-Roussillon;Agde
Fairfield, CT United States;United States;Connecticut;Fairfield
Livonia, MI USA;United States;Michigan;Livonia
Asheville, NC;United States;North Carolina;Asheville
Cleveland,  OH;United States;Ohio;Cleveland
Rochester, NY;United States;New York;Rochester
United Kingdom;United Kingdom; ; 
Rollengergronn, Luxembourg, Europe;Luxembourg;Lëtzebuerg;Stroossen
Midwestern US;United States;Ohio;Massillon
Nice, France;France;Provence-Alpes-Cote d'Azur;Nice
radio dispatcher in Austin, Texas USA;United States;Texas;Austin
Tennessee;United States;Tennessee; 
Narita, Japan;Japan;Chiba Prefecture;Narita
Oakton, VA;United States;Virginia;Oakton
Phoenix, AZ;United States;Arizona;Phoenix
rome, georgia USA;United States;Georgia;Rome
Milledgeville, GA United States;United States;Georgia;Milledgeville
Bellingham, Washington United States;United States;Washington;Bellingham
Mexico City, Mexico.;Mexico;Federal District;Mexico City
South Jersey, United States;United States;Arkansas;Jersey
Littleton, CO;United States;Colorado;Littleton
Berkeley, CA United States;United States;California;Berkeley
Hillsboro, OR;United States;Oregon;Hillsboro
College Station, TX United States;United States;Texas;College Station
Mt. Prospect, IL USA;United States;Illinois;Mount Prospect
Albuquerque, New Mexico United States;United States;New Mexico;Albuquerque
Pusan Korea (South);South Korea;New Mexico;Busan
Utah, United States;United States;Utah; 
Indiana;United States;Indiana; 
Florida, US;United States;Florida; 
Gresham, OR USA;United States;Oregon;Gresham
Rochester, NY United States;United States;New York;Rochester
Tennessee, USA;United States;Tennessee; 
Montclair, NJ United States;United States;New Jersey;Montclair
Alexandria, VA;United States;Virginia;Alexandria
New Haven, CT, USA;United States;Connecticut;New Haven
Valrico, FL United States;United States;Florida;Valrico
Idaho Falls, Idaho USA;United States;Idaho;Idaho Falls
Cleveland, OH United States;United States;Ohio;Cleveland
Annapolis, MD;United States;Maryland;Annapolis
North Ogden, Ut United States;United States;Utah;North Ogden
Guadalajara, Ja, Mex;Mexico;Jalisco;Guadalajara
SoCal, USA;United States;California;Los Angeles
Sarasota Florida USA;United States;Florida;Sarasota
Dusty Waters;United States;Florida;New Port Richey
GA United States;United States;Georgia; 
Fort Lee, NJ USA;United States;New Jersey;Fort Lee
Silver Spring, MD;United States;Maryland;Silver Spring
Strategist in Metro Washington, DC;United States; ; 
rural California;United States;California;Parkway-South Sacramento
Azusa, CA;United States;California;Azusa
Bennington, Oklahoma United States;United States;Oklahoma;Bennington
Cincinnati;United States;Ohio;Cincinnati
writer in Seattle,  Wa. USA;United States;Washington;Seattle
san antonio, Texas United States;United States;Texas;San Antonio
Grad Student in California;United States;California;Los Angeles
WA;United States;Washington; 
Norwalk, CA;United States;California;Norwalk
Rochester, MN;United States;Minnesota;Rochester
Mexico;Mexico; ; 
Edmonton,  Canada;Canada;Alberta;Edmonton
Film Maker;Czech Republic;Hlavni město Praha;Prague
Palos Park, IL USA;United States;Illinois;Palos Park
NY USA;United States;New York;New York
Frisco, Colorado USA;United States;Colorado;Frisco
Winnipeg, Manitoba Canada;Canada;Manitoba;Winnipeg
SoJo, Utah, USA;United States;Utah;South Jordan
Gardena, CA United States;United States;California;Gardena
Long Island, New York;United States;New York; 
Bloomington, Indiana United States;United States;Indiana;Bloomington
Oakland, CA USA;United States;California;Oakland
MN;United States;Minnesota; 
Stafford, TX, USA;United States;Texas;Stafford
Flagstaff, AZ USA;United States;Arizona;Flagstaff
NW MO USA;United States;Missouri; 
Montreal, QC Canada;Canada;Quebec;Montreal
Minneapolis, MN U.S.A.;United States;Minnesota;Minneapolis
wakefield, ma USA;United States;Massachusetts;Wakefield
Not near Washington, DC;United States;District of Columbia;Washington
Ogden, Utah;United States;Utah;Ogden
H-Town, Tx, USA;United States;Texas;Plano
Madison, Wisconsin United States;United States;Wisconsin;Madison
Chicago,IL,USA;United States;Illinois;Chicago
Tacoma, WA;United States;Washington;Tacoma
South Portland, ME;United States;Maine;South Portland
San Francisco Bay Area;United States;California; 
Winnipeg, Manitoba;Canada;Manitoba;Winnipeg
Lake Worth, FL USA;United States;Florida;Lake Worth
Herndon, VA;United States;Virginia;Herndon
Saudi Arabia;Saudi Arabia; ; 
Boston, MA USA;United States;Massachusetts;Boston
Franklin, TN;United States;Tennessee;Franklin
The City By The Bay, USA;United States;California;San Francisco
east coat;Singapore;California;Singapore
Washington, DC  USA;United States;District of Columbia;Washington
Spirit Lake, IA;United States;Iowa;Spirit Lake
Freelance writer in Lima, OH United States;United States;Ohio;Lima
Sun Prairie, WI United States;United States;Wisconsin;Sun Prairie
Prineville, OR USA;United States;Oregon;Prineville
Oxford United Kingdom;United Kingdom;England;Oxford
Seattle, WA, USA;United States;Washington;Seattle
Orange, CA USA;United States;California;Orange
Tiverton, Rhode Island (teen reader);United States;Rhode Island;Tiverton
st louis, mo;United States;Missouri;Saint Louis
Aarau, AG Switzerland;Switzerland;Aargau;Aarau
Woodland Hills, UT United States;United States;Utah;Woodland Hills
Concord, CA United States;United States;California;Concord
Kenosha,, WI United States;United States;Wisconsin;Kenosha
moon-lit Surry Hills;Australia;New South Wales;Surry Hills
CHICAGO! USA;United States;Illinois;Chicago
Iskandria;Indonesia;North Sulawesi; 
Des Moines, IA (USA);United States;Iowa;Des Moines
NEW YORK, NY;United States;New York;New York
Justin, TX USA;United States;Texas;Justin
San Jose, California United States;United States;California;San Jose
Reykjavik, Iceland;Iceland;Capital Region;Reykjavik
Cleveland, OH;United States;Ohio;Cleveland
Brampton, ON;Canada;Ontario;Brampton
Reading, PA United States;United States;Pennsylvania;Reading
Warwick, NY;United States;New York;Warwick
Alexandria, Virginia, United States;United States;Virginia;Alexandria
Dayton, Ohio United States;United States;Ohio;Dayton
Delaware;United States;Delaware; 
Jackson, MS United States;United States;Mississippi;Jackson
Long Island;United States;New York; 
Syracuse, NY United States;United States;New York;Syracuse
Louisiana;United States;Louisiana; 
Glendale, AZ USA;United States;Arizona;Glendale
Honolulu, Hawai'i;United States;Hawaii;Honolulu
Bluemont, VA USA;United States;Virginia;Bluemont
Digital Project Manager in South America;United States; ; 
Panama City, Florida United States;United States;Florida;Panama City
Bangalore, India;India;Karnataka;Bengaluru
Tyler, TX USA;United States;Texas;Tyler
Lake Jackson, Texas USA;United States;Texas;Lake Jackson
Alexandria, KY United States;United States;Kentucky;Alexandria
Washington State, USA;United States;Washington; 
Former Director of Sales Operations/Now Retired in Redwood City, CA USA;United States;California;Redwood City
Scottsdale, AZ USA;United States;Arizona;Scottsdale
Burlington, NC United States;United States;North Carolina;Burlington
Skagit Valley, Wa USA;United States;Washington; 
Redwood City, CA;United States;California;Redwood City
Isesaki, Japan;Japan;Gunma Prefecture;Isesaki
Matthews, NC;United States;North Carolina;Matthews
Professor-researcher in OLLIERGUES France;France;Auvergne;Olliergues
Palm Beach,  United States;United States;Florida;Palm Beach
under a rock in Nevada;United States;Nevada; 
Sacramento, CA United States;United States;California;Sacramento
KS;United States;Kansas; 
Pgh. PA United States;United States;Pennsylvania;Pittsburgh
Lower Hutt, Wellington New Zealand;New Zealand;Wellington;Lower Hutt
SEYMOUR, WI United States;United States;Wisconsin;Seymour
US OF A;United States; ; 
Conway, AR United States;United States;Arkansas;Conway
Czech Republic;Czech Republic; ; 
Fort Mill SC United States;United States;South Carolina;Fort Mill
St Louis, MO USA;United States;Missouri;Saint Louis
Alabama;United States;Alabama; 
new orleans;United States;Louisiana;New Orleans
Harrisburg, Pa USA;United States;Pennsylvania;Harrisburg
Miami Beach, FL  USA;United States;Florida;Miami Beach
Oz, Lithuania;Russia;Kaliningradskaya oblast'; 
Salt Lake City, UT USA;United States;Utah;Salt Lake City
Taunton, MA United States;United States;Massachusetts;Taunton
Grand Rapids, MI United States;United States;Michigan;Grand Rapids
Northwest Indiana;United States;Indiana; 
San Diego CA;United States;California;San Diego
Brooklyn, New York U.S.A.;United States;New York;New York
Amston, CT United States;United States;Connecticut;Hebron
Maple Grove, MN USA;United States;Minnesota;Maple Grove
Thornton, Colorado United States;United States;Colorado;Thornton
Silicon Valley, CA USA;United States;California; 
Amsterdam, the Netherlands;Netherlands;North Holland;Amsterdam
Carthage, NY;United States;New York;Carthage
Bishan North Singapore;Singapore;New York;Singapore
Muskogee, OK USA;United States;Oklahoma;Muskogee
CHRIST CHURCH Barbados;Barbados;Christ Church; 
NSW Australia;Australia;New South Wales;Muskogee
Columbus, Ohio;United States;Ohio;Columbus
Food writer;India;West Bengal;Kolkata
Rio de Janeiro, Rio de Janeiro Brazil;Brazil;Rio de Janeiro;Rio de Janeiro
Southern Cali, USA;United States;California;Los Angeles
Ontario, California;United States;California;Ontario
Sarnia, Ontario Canada;Canada;Ontario;Sarnia
Seoul, Korea;South Korea;Ontario;Seoul
Birmingham, AL;United States;Alabama;Birmingham
Dallastown, PA USA;United States;Pennsylvania;Dallastown
Western Hemisphere;United States;Massachusetts;Plymouth
on the road again, usa;United States;Massachusetts;Malden
Dublin, Ireland;Ireland;Dublin;Dublin
FINLAND;Finland; ; 
Dayton, OH;United States;Ohio;Dayton
West Deptford, NJ;United States;New Jersey;West Deptford
Japan;Japan; ; 
Yokohama, Japan;Japan;Kanagawa Prefecture;Yokohama
US;United States; ; 
Missouri;United States;Missouri; 
The great Midwest!;United States;Missouri;Kansas City
North TX, USA;United States;Texas; 
Rome;Italy;Lazio;Rome
Wyoming;United States;Wyoming; 
Madison, CT;United States;Connecticut;Madison
SEATTLE, WA;United States;Washington;Seattle
La Mesa, CA United States;United States;California;La Mesa
Charlottesville, VA United States;United States;Virginia;Charlottesville
Philadelphia, Pennsylvania USA;United States;Pennsylvania;Philadelphia
Video trainer in Salt Lake City, Utah, USA;United States;Utah;Salt Lake City
HONG KONG;Hong Kong; ; 
Santa Clara, CA;United States;California;Santa Clara
Central Coast, CA, USA;United States;California;Bakersfield
Topeka, Ks United States;United States;Kansas;Topeka
Pine Valley, CA USA;United States;California;Pine Valley
Battle Creek, Michigan United States;United States;Michigan;Battle Creek
